NO,ê\çûîNåéì˙,ê\çûéûä‘,Åyî}ëÃÉRÅ[ÉhÅzëÂçÄñ⁄,Åyî}ëÃÉRÅ[ÉhÅzè⁄ç◊çÄñ⁄,éÛïtéûä‘ë—ãÊï™,éÛïtå`ë‘ãÊï™,êVãKéûé©ìÆå_ñÒã@ìXî‘,éÊàµìXî‘,ä«óùìXî‘,ê´ï ,îNóÓ,ê∂îNåéì˙,ÇiÇhÇrèZèäÉRÅ[Éh,ì∆ä˘ãÊï™,êVêEéÌãÊï™,ÅyêVêEéÌãÊï™ÅzëÂçÄñ⁄,ÅyêVêEéÌãÊï™Åzè⁄ç◊çÄñ⁄,åŸópå`ë‘ãÊï™,èAã∆å`ë‘ãÊï™,âÔé–ãKñÕãÊï™,çáåvîNé˚,ç›é–åéêî,èZãèãÊï™,ãèèZåéêî,â∆í¿ïâíSäz,â∆ë∞ç\ê¨ãÊï™,ï€åØêEéÌãÊï™,é˚ì¸èÿñæóLñ≥,ì∆êgì‡ñÛ,ìØãèãÊï™,ï}ó{â∆ë∞êî,ï}ó{â∆ë∞éqãüêî,èäìæèÿñæãÊï™,ñºã`ãÊï™,éñã∆å`ë‘ãÊï™,éñã∆èäóLñ≥,ë›ïtîNåéì˙,ÇPÇQÉñåééñåÃ
1008176,2018/3/11,85808,2,24,3,1801,193,193,228,1,40,1977/12/5,11225,1,640,6,640,3,1,4,2393000,53,8,311,0,4,1,1,0,1,0,0,2,3,0,0,2018/3/11,0
1008177,2018/3/11,65811,4,2,3,1801,0,228,228,1,20,1998/3/2,11218,1,640,6,640,2,1,4,2700000,22,8,228,0,4,1,0,0,1,0,0,0,3,0,0,2018/3/11,0
1008178,2018/3/6,150124,3,8,0,502,1565,1565,228,2,23,1995/1/22,11203,1,1340,13,1340,4,1,7,1500000,43,4,237,70000,4,3,0,0,1,0,0,0,0,0,0,2018/3/15,0
1008179,2018/3/12,160742,3,2,0,1701,0,228,228,2,20,1997/12/25,11238,1,540,5,540,4,1,7,520000,27,8,161,0,4,3,0,0,1,2,1,0,3,0,0,2018/3/22,0
1008180,2018/3/13,85549,1,99,0,502,414,414,228,2,55,1962/8/10,11219,1,1140,11,1140,4,1,2,1500000,13,4,7,52000,4,3,0,0,1,1,1,0,0,0,0,2018/3/13,0
1008181,2018/3/16,190615,5,99,0,1,798,798,228,1,20,1998/1/16,11211,1,640,6,640,2,2,4,4000000,23,8,231,0,4,1,0,0,1,0,0,0,3,0,0,2018/3/24,0
1008182,2018/3/16,183412,3,2,0,1801,0,228,228,1,26,1991/10/28,11221,1,640,6,640,2,1,7,2540000,89,4,87,56000,5,1,0,0,2,0,0,0,0,0,0,2018/3/19,0
1008183,2018/3/17,104609,1,99,1,1,232,232,228,1,65,1953/2/18,11203,1,640,6,640,4,1,5,2404000,52,4,79,0,5,3,1,0,2,0,0,1,0,0,0,2018/3/17,0
1008184,2018/3/9,210714,3,27,0,1801,0,228,228,2,22,1995/12/25,11203,2,540,5,540,4,1,8,1300000,46,8,267,0,1,3,0,0,1,1,0,0,3,0,0,2018/3/18,0
1008186,2018/3/9,93717,1,99,0,1801,0,228,228,1,21,1996/8/14,11230,1,540,5,540,4,1,6,2000000,55,8,135,0,4,3,0,0,1,0,0,0,3,0,0,2018/3/19,0
1008187,2018/3/22,120425,5,99,0,1,2815,2815,228,1,61,1956/10/9,11106,1,423,4,423,2,1,6,3500000,41,4,180,55000,4,3,0,0,1,0,0,0,0,0,0,2018/3/22,0
1008188,2018/3/23,175703,4,2,0,1701,0,228,228,2,20,1998/2/19,11242,2,540,5,540,4,1,3,1100000,19,4,15,75000,2,3,0,0,1,2,0,1,0,0,0,2018/3/27,0
1008189,2018/3/23,193617,3,8,0,1701,0,228,228,2,21,1996/9/11,11103,1,540,5,540,4,1,4,1440000,11,1,188,0,4,1,0,0,1,1,1,0,2,0,0,2018/3/24,1
1008191,2018/3/24,193136,5,99,1,1,1929,1929,228,1,65,1953/1/29,11202,1,403,4,403,1,1,7,4000000,420,4,120,55000,4,4,0,0,1,2,2,0,0,9,0,2018/3/26,0
1008192,2018/3/25,180934,3,10,3,1801,0,228,228,2,47,1970/11/2,11221,2,640,6,640,4,1,8,985000,56,4,160,0,3,3,1,0,1,4,2,1,0,0,0,2018/3/25,0
1008195,2018/3/27,113541,5,99,0,1,237,237,228,1,20,1997/12/29,11201,1,1540,15,1540,4,1,4,2400000,24,8,118,0,4,3,0,0,1,0,0,0,3,0,0,2018/4/6,0
1008196,2018/3/31,65746,4,2,1,1801,0,228,228,1,30,1987/9/18,11203,2,740,7,740,2,1,2,3600000,53,4,54,80000,2,1,0,0,1,3,2,0,0,0,0,2018/3/31,0
1008197,2018/3/30,163725,3,8,0,1801,0,4226,228,2,48,1970/3/31,11102,2,1340,13,1340,4,1,6,1020000,25,4,13,100000,2,3,0,0,1,2,0,0,0,0,0,2018/4/2,0
1008198,2018/3/31,181748,5,99,1,1,470,470,228,1,21,1996/9/30,11238,1,423,4,423,2,1,7,2400000,2,7,2,43000,5,1,0,0,2,0,0,0,0,0,0,2018/3/31,0
1008199,2018/4/2,42711,3,2,0,1801,0,228,228,1,23,1994/12/2,11202,1,540,5,540,4,1,2,600000,5,1,139,0,4,3,0,0,1,0,0,0,2,0,0,2018/4/6,0
1008201,2018/4/3,122521,1,99,0,1,1272,1272,228,1,62,1955/4/24,11212,1,423,4,423,1,1,9,2400000,348,4,66,40000,5,4,0,0,2,0,0,0,0,9,0,2018/4/9,0
1008202,2018/4/2,112026,3,8,0,1801,0,228,228,1,34,1983/7/22,11232,2,640,6,640,2,1,4,2222000,4,4,26,60000,2,1,1,0,2,2,0,2,0,0,0,2018/4/5,0
1008203,2018/4/5,202212,5,99,0,1,228,228,228,2,22,1995/10/2,10204,1,505,5,505,2,1,5,3180000,24,8,169,0,4,1,0,0,1,0,0,0,3,0,0,2018/4/5,0
1008204,2018/4/7,85033,4,2,1,1701,0,228,228,2,35,1982/11/17,11237,2,540,5,540,4,1,4,500000,35,9,28,72000,3,1,0,0,1,5,2,0,3,0,0,2018/4/7,0
1008205,2018/4/9,213238,5,99,0,1,2855,2855,228,1,20,1998/3/29,11230,1,540,5,540,4,1,2,2000000,46,8,229,0,4,1,0,0,1,0,0,0,3,0,0,2018/4/9,0
1008206,2018/4/9,111052,4,2,0,1701,0,228,228,1,20,1997/11/27,11229,1,407,4,407,4,1,6,3000000,54,4,95,0,4,3,0,0,1,0,0,0,0,0,0,2018/4/10,0
1008207,2018/4/7,62414,1,99,1,1701,0,228,228,1,21,1997/2/4,11326,1,540,5,540,2,1,5,2400000,18,2,86,20000,4,1,0,0,1,0,0,0,2,0,0,2018/4/12,0
1008208,2018/4/11,130225,3,8,0,1801,0,228,228,1,20,1997/6/6,11385,1,540,5,540,4,1,6,1400000,38,8,192,0,4,3,0,0,1,1,0,0,3,0,0,2018/4/12,0
1008209,2018/4/16,112146,1,99,0,1701,0,228,228,1,32,1986/2/27,11210,1,1140,11,1140,2,1,2,4884000,60,8,62,0,4,1,1,0,1,0,0,2,3,0,0,2018/4/18,1
1008211,2018/3/26,150213,2,24,0,600,0,228,228,1,30,1987/11/22,11108,1,540,5,540,2,1,3,4825000,97,4,53,63000,5,1,1,0,2,0,0,1,0,0,0,2018/4/20,0
1008212,2018/4/20,165711,1,99,0,5,0,228,228,1,53,1964/6/13,11103,1,912,9,912,1,1,8,3000000,295,2,181,40000,5,4,0,0,2,0,0,0,1,6,0,2018/4/23,0
1008213,2018/4/21,85413,5,99,1,1,2845,2845,228,1,20,1997/6/6,11222,1,503,5,503,4,1,5,2500000,24,8,250,0,4,3,0,0,1,0,0,0,3,0,0,2018/4/21,0
1008214,2018/4/21,164946,1,99,1,1,228,228,228,2,23,1994/8/23,9201,1,140,1,140,2,1,3,3300000,24,8,58,0,4,1,0,0,1,0,0,0,3,0,0,2018/4/23,0
1008215,2018/4/21,131532,1,99,1,1701,0,4182,228,1,21,1997/1/22,11104,1,640,6,640,2,1,1,2400000,37,4,37,25000,5,1,0,0,2,0,0,0,0,0,0,2018/5/1,0
1008216,2018/4/22,142309,4,2,3,502,0,228,228,1,26,1991/7/3,11201,1,640,6,640,4,1,4,1200000,41,4,320,0,4,3,0,0,1,0,0,0,0,0,0,2018/4/22,0
1008217,2018/4/22,170009,1,99,3,1701,1285,1285,228,1,20,1997/12/8,11203,1,525,5,525,2,1,6,3000000,24,8,244,0,4,3,0,0,1,0,0,0,3,0,0,2018/4/23,0
1008218,2018/4/24,190511,3,2,0,1701,0,228,228,2,23,1994/5/10,11229,2,140,1,140,2,3,2,3000000,12,4,15,0,2,1,0,0,1,2,0,0,0,0,0,2018/4/25,0
1008219,2018/4/25,160116,4,2,0,1801,0,4182,228,2,44,1973/9/12,11233,2,540,5,540,4,1,3,1319000,73,9,213,74000,1,3,1,0,1,1,0,1,3,0,0,2018/5/2,0
1008220,2018/4/26,190459,3,22,0,1701,0,4182,228,2,48,1969/5/31,11222,1,540,5,540,4,1,8,2500000,74,4,50,68000,4,3,0,0,1,1,1,0,0,0,0,2018/5/4,0
1008221,2018/4/30,95347,3,18,3,1701,1565,1565,228,1,20,1997/6/6,11203,1,740,7,740,4,1,2,1200000,2,8,176,0,4,3,0,0,1,0,0,0,3,0,0,2018/5/1,0
1008222,2018/5/1,122631,4,99,0,1801,248,248,228,1,20,1998/2/1,11222,1,540,5,540,4,1,5,1000000,14,1,137,0,4,3,0,0,1,3,0,0,2,0,0,2018/5/1,0
1008223,2018/5/1,165257,5,99,0,1,237,237,228,1,64,1953/8/10,11201,1,640,6,640,2,2,7,1800000,194,1,252,0,5,1,0,0,2,0,0,0,1,0,0,2018/5/1,0
1008224,2018/5/2,100314,1,99,0,101,394,394,228,1,23,1995/4/17,11221,1,640,6,640,5,2,5,2800000,1,9,204,50000,4,3,0,0,1,0,0,0,3,0,0,2018/5/2,0
1008225,2018/5/1,183553,1,99,0,502,0,228,228,1,32,1985/9/24,11212,1,1040,10,1040,2,1,4,4932000,85,4,17,56000,5,1,1,0,2,0,0,1,0,0,0,2018/5/2,0
1008226,2018/4/29,224430,3,8,3,1701,0,228,228,1,20,1998/3/30,11464,1,540,5,540,4,1,3,1500000,4,8,214,0,4,1,0,0,1,0,0,0,3,0,0,2018/5/3,1
1008227,2018/5/3,101857,1,99,3,101,1564,1564,228,2,65,1952/9/8,11202,2,640,6,640,4,1,4,660000,51,5,121,15000,1,3,0,0,1,1,0,0,0,0,0,2018/5/3,0
1008228,2018/5/7,113109,1,99,0,5,0,228,228,1,59,1958/6/1,11101,1,740,7,740,2,1,6,3508000,244,4,37,34000,5,1,1,0,2,0,0,1,0,0,0,2018/5/7,0
1008229,2018/5/9,214534,5,99,0,1,1597,1597,228,2,21,1997/5/2,11347,1,540,5,540,4,1,7,2000000,13,1,251,0,4,3,0,0,1,0,0,0,3,0,0,2018/5/10,0
1008230,2018/5/10,222321,3,8,0,1701,2854,2854,228,1,61,1956/8/18,11242,2,940,9,940,3,1,3,2500000,0,8,2,0,1,1,0,0,2,1,0,0,3,0,0,2018/5/12,0
1008231,2018/5/13,151014,1,99,3,1701,1565,1565,228,2,32,1985/10/8,11203,1,140,1,140,4,1,8,1000000,15,8,133,0,4,3,0,0,1,0,0,0,3,0,0,2018/5/13,0
1008232,2018/5/14,124007,1,99,0,1701,0,228,228,2,44,1973/7/11,11110,2,140,1,140,2,1,7,3000000,49,9,180,120000,3,1,0,0,1,4,3,8,3,0,0,2018/5/18,0
1008233,2018/5/16,194131,5,99,0,1,248,248,228,1,38,1979/12/15,11222,2,804,8,804,2,1,5,4800000,59,8,55,0,2,1,0,0,1,2,1,0,3,0,0,2018/5/18,1
1008234,2018/5/14,95458,4,2,0,1801,0,228,228,1,35,1983/4/4,11108,2,440,4,440,2,1,6,2280000,7,2,42,98000,1,1,0,0,1,1,0,0,1,0,0,2018/5/17,0
1008236,2018/5/24,143456,3,8,0,1701,0,4226,228,2,42,1975/9/17,11102,1,740,7,740,2,1,4,3800000,12,1,63,0,4,1,0,0,1,1,1,0,3,9,0,2018/6/1,0
1008238,2018/5/28,100956,3,8,0,1701,0,4182,228,2,57,1960/8/6,11211,1,640,6,640,4,1,3,2500000,25,4,6,37000,4,1,0,0,1,1,1,0,0,0,0,2018/6/2,1
1008239,2018/5/29,112356,1,99,0,0,0,228,228,1,61,1957/5/24,11110,2,640,6,640,4,1,4,3413000,136,4,96,75000,1,1,1,0,1,1,0,4,0,0,0,2018/5/31,0
1008240,2018/5/31,154339,4,2,0,1801,0,228,228,2,42,1976/3/15,11230,2,840,8,840,4,1,5,1030000,2,4,31,83000,2,3,0,0,1,2,0,0,0,0,0,2018/6/1,0
1008241,2018/6/7,191859,5,99,0,1,2815,2815,228,1,35,1982/9/23,10205,2,240,2,240,2,1,6,4500000,42,4,31,0,3,1,0,0,1,4,2,0,0,0,0,2018/6/7,0
1008242,2018/5/24,203044,3,24,0,502,0,228,228,1,56,1961/8/31,11208,2,540,5,540,2,1,2,3692000,134,4,345,72000,2,1,1,0,1,2,0,1,0,0,0,2018/6/27,0
1008243,2018/6/9,185903,3,24,1,1801,0,228,228,1,30,1987/7/8,11108,1,1340,13,1340,2,1,8,3440000,87,1,206,0,4,1,1,0,1,0,0,4,1,0,0,2018/6/11,0
1008244,2018/6/9,3209,1,99,1,1801,0,228,228,1,21,1996/12/26,11222,1,1340,13,1340,2,1,3,2510000,1,1,157,0,4,1,0,0,1,0,0,0,2,0,0,2018/6/11,1
1008245,2018/6/8,73231,3,13,0,502,0,228,228,1,47,1971/5/7,11224,1,209,2,209,2,1,7,6253000,122,4,121,20000,5,3,1,0,2,0,0,1,0,0,0,2018/6/11,1
1008246,2018/6/11,141254,5,99,0,1,3195,3195,228,1,47,1970/12/22,11107,1,640,6,640,2,1,5,3555000,320,4,304,96000,5,1,1,0,2,1,1,2,0,0,0,2018/6/11,0
1008247,2018/6/16,145827,1,99,1,1,1565,1565,228,1,49,1968/8/11,11203,2,631,6,631,2,1,7,4800000,63,4,363,48000,1,3,0,0,1,1,0,0,0,0,0,2018/7/20,0
1008248,2018/6/22,114808,3,2,0,1701,0,228,228,2,25,1992/12/28,11237,1,840,8,840,2,1,4,3400000,38,4,35,30000,5,1,0,0,2,0,0,0,0,0,0,2018/6/25,0
1008249,2018/6/22,155753,5,99,0,1,228,228,228,2,46,1971/10/7,11219,1,110,1,110,1,1,8,3000000,180,8,116,0,4,4,0,0,1,1,1,0,3,9,0,2018/7/26,0
1008250,2018/6/25,120721,5,99,0,1,1272,1272,228,2,44,1973/6/30,11212,1,640,6,640,4,1,2,2200000,12,8,129,0,4,1,0,0,1,0,0,0,3,0,0,2018/6/25,0
1008251,2018/6/26,3705,1,99,0,1801,0,228,228,1,22,1995/12/2,11203,1,340,3,340,2,1,2,2500000,26,4,236,0,4,1,0,0,1,0,0,0,0,0,0,2018/6/27,0
1008253,2018/6/22,235730,1,99,1,1801,0,228,228,2,25,1992/8/23,11208,1,540,5,540,4,1,2,2600000,17,8,134,0,4,1,0,0,1,0,0,0,3,0,0,2018/6/29,0
1008255,2018/6/30,114121,5,99,1,1,3200,3200,228,1,32,1985/9/8,11245,1,740,7,740,5,2,2,3300000,4,1,393,0,4,3,0,0,1,0,0,0,3,0,0,2018/6/30,0
1008256,2018/6/30,145552,5,99,1,1,237,237,228,1,21,1997/4/1,11201,1,540,5,540,4,1,3,2000000,27,1,254,0,4,3,0,0,1,0,0,0,1,0,0,2018/6/30,0
1008257,2018/7/3,5017,1,99,0,1701,0,228,228,2,20,1998/2/16,11347,1,540,5,540,4,1,3,446000,24,8,245,0,4,3,1,0,1,0,0,4,3,0,0,2018/7/10,0
1008258,2018/7/4,154759,3,8,0,1701,0,228,228,2,20,1998/7/4,11408,1,540,5,540,4,1,3,1000000,12,1,51,0,4,1,0,0,1,4,1,0,2,0,0,2018/7/5,0
1008259,2018/7/4,113839,3,18,0,1701,0,228,228,2,41,1977/2/6,11108,2,540,5,540,4,1,3,1030000,73,1,73,0,3,1,0,0,1,4,2,0,2,0,0,2018/7/5,0
1008260,2018/7/6,183032,3,15,0,502,0,228,228,1,23,1994/12/26,11201,1,640,6,640,3,1,5,2400000,2,4,17,4000,5,1,0,0,2,0,0,0,0,0,0,2018/7/9,0
1008261,2018/7/8,133733,5,99,3,1,1936,1936,228,2,46,1972/4/20,11203,1,1540,15,1540,4,1,3,5000000,41,4,146,42000,5,3,0,0,2,0,0,0,0,0,0,2018/7/12,1
1008262,2018/7/9,234735,3,8,0,1801,237,237,228,2,47,1970/11/6,11215,1,240,2,240,2,1,3,1300000,40,8,40,0,4,1,0,0,1,0,0,0,3,0,0,2018/7/11,0
1008263,2018/7/11,194626,4,2,0,502,0,228,228,2,60,1957/8/15,11227,2,540,5,540,4,1,4,1500000,143,8,360,0,1,3,0,0,1,1,0,0,3,0,0,2018/7/15,0
1008264,2018/7/14,65916,1,99,1,1801,0,4182,228,1,30,1987/11/25,11108,2,740,7,740,2,1,3,2824000,35,4,26,95000,2,1,0,0,1,2,0,0,0,0,0,2018/8/19,0
1008265,2018/7/14,192844,3,8,1,1701,0,228,228,2,32,1985/10/1,11235,1,540,5,540,2,1,7,2000000,9,4,86,69000,4,1,0,0,1,2,2,0,0,0,0,2018/7/23,0
1008266,2018/7/17,175204,3,4,0,502,0,228,228,1,32,1985/7/30,11208,2,525,5,525,2,1,8,3840000,126,4,17,44000,1,3,0,0,1,1,0,0,0,0,0,2018/7/20,0
1008268,2018/7/22,61143,3,2,3,1701,0,228,228,1,21,1997/4/21,11227,1,640,6,640,2,1,7,3000000,15,7,15,10000,5,1,0,0,2,0,0,0,0,0,0,2018/7/22,1
1008269,2018/7/24,205055,5,99,0,101,1597,1597,228,2,46,1972/2/28,11217,2,108,1,108,2,1,7,800000,211,9,175,1000,1,3,0,0,1,1,0,0,3,0,0,2018/7/25,0
1008270,2018/7/26,170224,3,27,0,1801,0,228,228,1,22,1995/11/20,11215,1,1140,11,1140,2,2,6,3500000,7,8,75,0,4,1,0,0,1,0,0,0,3,0,0,2018/7/26,0
1008271,2018/8/1,153820,1,99,0,1701,0,228,228,2,21,1997/5/26,11109,1,540,5,540,4,1,3,1000000,6,8,235,0,4,3,0,0,1,0,0,0,3,0,0,2018/8/3,0
1008272,2018/8/7,221746,4,2,0,1701,0,228,228,2,30,1987/10/13,11208,1,540,5,540,2,1,4,3260000,31,8,269,0,4,1,0,0,1,0,0,0,3,0,0,2018/8/8,0
1008273,2018/8/9,120738,3,2,0,1701,0,228,228,1,25,1993/2/12,11242,1,540,5,540,4,1,6,3600000,1,1,223,0,4,3,0,0,1,5,3,0,2,0,0,2018/8/10,1
1008274,2018/8/8,203713,3,15,0,1701,0,228,228,1,29,1989/8/4,11214,2,440,4,440,2,1,3,5000000,18,4,4,73000,3,1,0,0,1,4,2,0,0,9,0,2018/8/11,0
1008275,2018/8/15,191825,3,2,0,1701,0,228,228,1,27,1990/8/21,11106,2,1340,13,1340,4,1,6,2000000,12,4,12,65000,1,3,0,0,1,1,0,0,0,0,0,2018/8/16,0
1008276,2018/8/18,92821,3,15,1,1801,0,228,228,1,57,1960/11/11,11208,1,423,4,423,1,1,8,9000000,273,4,25,85000,5,4,0,0,2,0,0,0,0,9,0,2018/8/20,0
1008277,2018/8/18,185815,5,99,1,1,228,228,228,1,25,1992/12/28,11103,1,540,5,540,2,1,2,2200000,5,4,22,40000,5,1,0,0,2,0,0,0,0,0,0,2018/8/18,0
1008279,2018/8/20,201753,1,99,0,5,0,228,228,2,22,1995/10/16,11224,2,631,6,631,4,1,8,1800000,19,4,26,65000,2,3,0,0,1,2,1,0,0,0,0,2018/8/20,0
1008281,2018/8/23,175115,3,4,0,1801,0,228,228,1,68,1950/6/12,11385,2,640,6,640,4,1,6,3400000,214,1,388,0,2,3,0,0,1,3,1,0,1,9,0,2018/8/24,0
1008282,2018/8/24,120822,1,99,0,5,0,228,228,1,21,1997/7/14,11217,1,1340,13,1340,4,1,3,2600000,0,1,253,0,4,1,0,0,1,0,0,0,2,9,0,2018/8/24,0
1008283,2018/8/21,105311,1,99,0,1701,0,228,228,1,22,1996/7/18,11343,1,140,1,140,2,1,6,3000000,52,8,265,0,4,1,0,0,1,0,0,0,3,0,0,2018/8/25,0
1008284,2018/8/25,91956,5,99,1,1,2815,2815,228,2,23,1995/2/26,8204,1,1540,15,1540,4,1,6,8000000,4,8,125,0,4,3,0,2,1,0,0,0,3,0,0,2018/8/25,0
1008285,2018/8/27,111545,1,99,0,1701,0,228,228,1,34,1984/6/29,11107,1,1340,13,1340,2,1,7,5000000,5,4,22,63000,5,1,0,0,2,0,0,0,0,0,0,2018/8/29,0
1008286,2018/8/19,213927,1,99,3,1701,0,228,228,2,20,1998/3/31,11108,1,840,8,840,4,1,4,2200000,1,8,244,0,4,3,0,0,1,0,0,0,3,0,0,2018/8/29,0
1008289,2014/3/14,132718,1,99,0,502,0,263,263,1,66,1948/12/5,24216,2,209,2,209,2,1,8,3600000,57,1,335,0,2,1,0,0,1,2,1,0,1,0,0,2015/12/1,0
1008290,2014/4/28,71307,3,2,0,1701,0,4182,263,1,25,1990/8/24,23227,2,640,6,640,2,1,5,3000000,32,4,27,40000,2,1,0,0,1,3,2,0,0,0,0,2016/1/18,0
1008291,2014/12/24,163829,5,99,0,1,332,332,263,1,21,1993/8/4,24205,1,209,2,209,2,1,4,2800000,12,1,204,0,4,1,0,0,1,0,0,0,2,0,0,2015/4/25,0
1008292,2015/1/29,180520,3,25,0,1701,0,263,263,1,42,1972/10/30,23103,2,423,4,423,1,1,9,3996000,88,4,14,84000,3,4,1,0,1,4,2,9,0,5,0,2015/5/21,0
1008293,2015/1/26,230624,3,15,0,1701,460,460,263,2,43,1972/10/2,23211,1,640,6,640,4,1,4,1000000,24,4,146,67000,4,3,0,0,1,2,2,0,0,0,0,2016/5/4,0
1008294,2015/3/7,133429,5,99,1,101,1149,1149,263,2,67,1948/3/9,21203,2,101,1,101,2,1,8,1200000,228,4,121,11000,1,3,0,0,1,1,0,0,0,0,0,2015/5/10,0
1008296,2015/3/16,170439,1,99,0,1701,0,4182,263,1,25,1990/1/17,13206,1,640,6,640,2,2,2,2400000,9,4,4,53000,5,1,0,0,2,0,0,0,0,0,0,2015/4/9,0
1008297,2015/3/17,111641,5,99,0,1,1283,1283,263,1,32,1983/5/23,23104,1,513,5,513,1,1,8,2000000,115,4,79,1000,4,4,0,0,1,0,0,0,0,9,0,2015/11/18,0
1008298,2015/3/31,154734,1,99,0,1801,0,263,263,2,50,1965/2/25,23108,2,540,5,540,4,1,8,1400000,31,4,52,85000,1,1,0,0,1,1,0,0,0,0,0,2015/4/1,0
1008299,2015/4/1,111723,1,99,0,502,1114,1114,263,1,62,1952/12/25,21201,1,525,5,525,2,1,7,4600000,57,8,370,0,5,3,0,0,2,0,0,0,3,0,0,2015/4/1,0
1008302,2015/4/1,155155,3,2,0,502,0,263,263,2,44,1970/12/11,23113,2,440,4,440,4,1,8,800000,4,8,90,0,3,3,0,0,1,7,4,0,3,0,0,2015/4/9,0
1008303,2015/4/1,85255,3,8,0,502,0,263,263,1,39,1976/2/17,23106,1,940,9,940,2,1,5,5320000,72,4,36,65000,4,1,0,0,1,0,0,0,0,0,0,2015/4/4,0
1008304,2015/4/2,185519,1,99,0,1,2900,2900,263,1,53,1961/4/28,24202,1,630,6,630,2,1,7,2400000,18,7,18,0,5,3,0,0,2,0,0,0,0,0,0,2015/4/2,1
1008305,2015/4/2,141627,3,25,0,1701,0,263,263,1,25,1989/11/13,23202,1,640,6,640,3,1,2,4000000,1,1,289,0,4,1,0,0,1,0,0,0,2,0,0,2015/4/6,0
1008306,2015/4/2,135400,3,26,0,1801,0,263,263,2,32,1982/5/20,23220,1,440,4,440,4,1,4,1200000,26,5,23,6000,4,1,0,0,1,1,1,0,0,0,0,2015/4/6,0
1008307,2015/4/2,24824,2,10,0,1801,0,263,263,2,29,1985/5/21,23222,2,540,5,540,5,2,7,2400000,12,4,20,80000,2,3,0,0,1,3,1,0,0,0,0,2015/4/3,1
1008308,2015/4/3,21404,1,99,0,502,0,263,263,1,27,1988/3/2,23101,1,540,5,540,4,1,7,1250000,16,1,17,0,4,3,0,0,1,0,0,0,2,0,0,2015/4/4,0
1008309,2015/4/3,1544,3,8,0,1801,0,263,263,2,52,1962/12/19,24202,1,840,8,840,2,1,4,3500000,84,4,20,60000,4,1,0,0,1,0,0,0,0,0,0,2015/4/4,0
1008310,2015/4/2,165655,3,2,0,502,0,263,263,1,30,1984/7/4,23105,1,525,5,525,1,1,8,2000000,48,4,48,70000,5,4,0,0,2,0,0,0,0,9,0,2015/4/20,0
1008313,2015/4/5,142912,1,99,3,1701,0,263,263,1,24,1990/6/13,23212,1,209,2,209,2,1,2,3500000,24,4,22,0,5,3,0,0,2,0,0,0,0,0,0,2015/4/5,0
1008314,2015/4/5,172751,3,2,3,1701,0,263,263,1,20,1994/11/4,24205,1,209,2,209,2,1,4,3000000,0,4,52,0,4,3,0,0,1,0,0,0,0,0,0,2015/4/6,0
1008315,2015/4/6,181427,5,99,0,1,2993,2993,263,1,31,1984/4/6,23224,2,640,6,640,2,1,7,5000000,37,5,36,20000,2,1,0,0,1,3,2,0,0,0,0,2015/4/6,0
1008316,2015/4/6,203300,5,99,0,1,574,574,263,1,40,1974/10/2,23211,2,631,6,631,2,1,8,4200000,117,4,36,50000,1,3,0,0,1,1,0,1,0,0,0,2015/4/7,1
1008317,2015/3/27,170711,2,24,0,1701,0,263,263,1,22,1992/11/3,23202,2,423,4,423,2,1,4,2500000,6,8,166,0,2,3,0,0,0,0,0,0,0,0,0,2015/4/12,0
1008318,2015/4/7,115713,3,9,0,1701,0,4230,263,2,23,1992/9/1,23112,1,140,1,140,4,1,7,1700000,26,4,65,0,4,3,0,0,1,0,0,0,0,0,0,2015/9/2,0
1008319,2015/4/4,234718,1,99,3,502,0,263,263,1,47,1968/2/12,21213,1,525,5,525,2,1,8,2400000,70,4,70,70000,5,3,0,0,2,3,3,0,0,0,0,2015/4/8,0
1008321,2015/4/7,192736,4,99,0,1801,0,263,263,1,52,1962/11/30,23447,1,640,6,640,2,2,4,2000000,147,4,176,29000,5,1,1,0,2,0,0,2,0,0,0,2015/4/9,0
1008322,2015/4/9,100610,5,99,0,1,1449,1449,263,1,40,1974/5/8,23212,2,640,6,640,2,1,2,7500000,264,4,35,0,3,1,0,0,1,4,3,0,0,0,0,2015/4/9,0
1008324,2015/4/9,122344,5,99,0,1,3142,3142,263,1,47,1968/3/25,23104,2,240,2,240,2,1,7,3000000,11,2,159,80000,1,1,0,0,1,1,0,0,1,0,0,2015/4/9,0
1008325,2015/4/8,212502,1,99,0,1701,0,263,263,1,27,1988/4/1,23111,1,440,4,440,2,1,7,3000000,12,4,7,65000,5,1,0,0,2,1,0,0,0,0,0,2015/4/9,0
1008326,2015/4/7,25708,3,8,0,1701,0,263,263,1,30,1985/2/7,23206,2,440,4,440,2,1,4,4000000,26,4,4,80000,2,1,0,0,1,2,0,0,0,0,0,2015/4/11,0
1008328,2015/4/9,163519,3,15,0,1801,2806,2806,263,1,31,1983/5/11,23201,2,640,6,640,2,1,1,3000000,24,1,179,0,3,1,0,0,2,5,2,0,2,0,0,2015/4/9,0
1008329,2015/4/7,172514,3,15,0,1801,0,263,263,2,43,1972/1/5,21214,2,540,5,540,4,1,3,1000000,7,8,57,0,1,3,0,0,1,1,0,0,3,0,0,2015/4/10,0
1008330,2015/4/10,92635,5,99,0,1,1034,1034,263,1,48,1966/8/24,23105,2,631,6,631,1,1,9,2500000,4,4,263,40000,1,4,0,0,1,1,0,0,0,9,0,2015/4/10,0
